timestamp,price,volume,side,bid_price,bid_size,ask_price,ask_size
2024-06-01 10:02:16,3758.9,0.835,buy,3758.72,12.89,3759.08,6.65
2024-06-01 10:02:17,3758.87,0.842,sell,3758.7,6.53,3758.97,10.45
2024-06-01 10:02:18,3758.95,0.313,sell,3758.78,5.18,3759.19,9.91
2024-06-01 10:02:19,3758.82,0.391,buy,3758.69,10.85,3759.01,9.44
2024-06-01 10:02:20,3758.85,0.533,buy,3758.69,6.44,3758.97,9.71
2024-06-01 10:02:21,3758.98,0.637,buy,3758.87,12.8,3759.27,11.43
2024-06-01 10:02:22,3758.82,0.359,sell,3758.62,9.16,3759.07,14.67
2024-06-01 10:02:23,3758.83,0.633,buy,3758.58,8.39,3759.08,13.75
2024-06-01 10:02:24,3758.86,0.368,buy,3758.59,5.74,3759.15,13.75
2024-06-01 10:02:25,3758.94,0.15,sell,3758.67,14.96,3759.12,12.03
2024-06-01 10:02:26,3758.82,0.102,buy,3758.63,14.56,3759.06,5.18
2024-06-01 10:02:27,3758.68,0.191,sell,3758.44,6.32,3758.82,9.4
2024-06-01 10:02:28,3758.74,0.813,sell,3758.58,8.33,3758.97,10.11
2024-06-01 10:02:29,3758.77,0.965,buy,3758.65,8.91,3758.87,13.42
2024-06-01 10:02:30,3758.79,0.484,sell,3758.55,7.97,3758.92,14.23
2024-06-01 10:02:31,3758.82,0.561,sell,3758.6,14.34,3759.01,9.52
2024-06-01 10:02:32,3758.76,0.232,buy,3758.5,12.21,3758.86,8.0
2024-06-01 10:02:33,3758.78,0.596,sell,3758.56,14.56,3758.97,8.37
2024-06-01 10:02:34,3758.81,0.23,buy,3758.68,13.75,3759.01,10.79
2024-06-01 10:02:35,3758.74,0.65,buy,3758.47,12.55,3758.96,7.75
2024-06-01 10:02:36,3758.92,0.94,buy,3758.7,11.97,3759.04,14.11
2024-06-01 10:02:37,3758.97,0.276,buy,3758.71,13.66,3759.11,9.19
2024-06-01 10:02:38,3758.85,0.788,buy,3758.6,11.84,3759.08,14.9
2024-06-01 10:02:39,3758.92,0.121,sell,3758.76,6.89,3759.15,6.1
2024-06-01 10:02:40,3758.82,0.438,sell,3758.71,11.48,3758.93,6.88
2024-06-01 10:02:41,3758.9,0.2,sell,3758.76,10.15,3759.11,10.12
2024-06-01 10:02:42,3759.02,0.417,buy,3758.9,14.82,3759.27,13.68
2024-06-01 10:02:43,3758.93,0.256,buy,3758.78,10.1,3759.05,8.54
2024-06-01 10:02:44,3759.03,0.436,buy,3758.84,5.38,3759.21,13.37
2024-06-01 10:02:45,3759.07,0.476,buy,3758.79,7.64,3759.24,9.25
2024-06-01 10:02:46,3759.15,0.371,sell,3758.88,14.17,3759.44,13.53
2024-06-01 10:02:47,3759.34,0.691,sell,3759.1,14.62,3759.48,7.77
2024-06-01 10:02:48,3759.32,0.927,buy,3759.21,12.28,3759.48,9.72
2024-06-01 10:02:49,3759.24,0.461,buy,3759.07,5.57,3759.52,7.79
2024-06-01 10:02:50,3759.15,0.273,buy,3758.92,5.24,3759.32,7.15
2024-06-01 10:02:51,3759.07,0.344,sell,3758.95,9.8,3759.28,9.21
2024-06-01 10:02:52,3759.06,0.869,sell,3758.8,15.0,3759.17,8.35
2024-06-01 10:02:53,3759.1,0.614,buy,3758.82,13.69,3759.4,12.87
2024-06-01 10:02:54,3759.13,0.51,buy,3758.96,14.33,3759.39,12.48
2024-06-01 10:02:55,3759.21,0.235,sell,3758.97,11.24,3759.44,8.59
2024-06-01 10:02:56,3759.21,0.505,sell,3759.08,13.59,3759.32,14.92
2024-06-01 10:02:57,3759.36,0.351,buy,3759.12,8.2,3759.47,14.74
2024-06-01 10:02:58,3759.33,0.949,buy,3759.23,5.27,3759.54,14.18
2024-06-01 10:02:59,3759.6,0.896,buy,3759.47,14.18,3759.76,10.87
2024-06-01 10:03:00,3759.66,0.176,sell,3759.42,7.18,3759.89,9.12
2024-06-01 10:03:01,3759.58,0.565,buy,3759.34,12.28,3759.8,8.13
2024-06-01 10:03:02,3759.47,0.303,sell,3759.24,11.59,3759.74,5.15
2024-06-01 10:03:03,3759.52,0.47,buy,3759.32,6.58,3759.68,11.32
2024-06-01 10:03:04,3759.5,0.889,buy,3759.26,6.96,3759.71,10.53
2024-06-01 10:03:05,3759.57,0.575,buy,3759.31,8.29,3759.82,11.3
2024-06-01 10:03:06,3759.62,0.401,sell,3759.32,12.57,3759.81,10.76
2024-06-01 10:03:07,3759.61,0.287,buy,3759.33,5.39,3759.87,6.38
2024-06-01 10:03:08,3759.52,0.82,sell,3759.26,9.07,3759.65,11.95
2024-06-01 10:03:09,3759.37,0.662,buy,3759.13,11.65,3759.62,8.6
2024-06-01 10:03:10,3759.33,0.521,sell,3759.11,6.71,3759.62,10.16
2024-06-01 10:03:11,3759.41,0.296,buy,3759.29,6.19,3759.58,8.66
2024-06-01 10:03:12,3759.43,0.401,sell,3759.3,8.9,3759.61,5.22
2024-06-01 10:03:13,3759.31,0.964,buy,3759.05,7.87,3759.43,13.77
2024-06-01 10:03:14,3759.33,0.568,sell,3759.07,11.49,3759.56,6.49
2024-06-01 10:03:15,3759.37,0.461,sell,3759.14,14.7,3759.58,10.82
2024-06-01 10:03:16,3759.28,0.569,buy,3759.09,5.04,3759.39,13.83
2024-06-01 10:03:17,3759.29,0.801,sell,3759.19,14.02,3759.54,7.21
2024-06-01 10:03:18,3759.3,0.406,sell,3759.13,9.33,3759.56,9.12
2024-06-01 10:03:19,3759.18,0.261,buy,3759.0,11.64,3759.47,8.78
2024-06-01 10:03:20,3759.22,0.626,sell,3759.02,13.51,3759.43,5.89
2024-06-01 10:03:21,3759.28,0.699,buy,3758.99,10.73,3759.47,9.24
2024-06-01 10:03:22,3759.38,0.741,buy,3759.26,5.97,3759.66,9.79
2024-06-01 10:03:23,3759.49,0.894,sell,3759.29,6.41,3759.67,5.27
2024-06-01 10:03:24,3759.35,0.434,sell,3759.18,12.89,3759.58,9.88
2024-06-01 10:03:25,3759.26,0.168,sell,3758.96,7.29,3759.48,5.94
2024-06-01 10:03:26,3759.31,0.963,sell,3759.04,10.69,3759.48,13.92
2024-06-01 10:03:27,3759.36,0.492,sell,3759.17,9.28,3759.48,11.5
2024-06-01 10:03:28,3759.41,0.661,buy,3759.11,8.04,3759.52,5.56
2024-06-01 10:03:29,3759.8,0.7,buy,3759.6,12.87,3759.98,13.27
2024-06-01 10:03:30,3759.86,0.592,sell,3759.72,12.31,3760.05,8.62
2024-06-01 10:03:31,3759.97,0.285,sell,3759.76,11.46,3760.23,7.26
2024-06-01 10:03:32,3760.06,0.78,sell,3759.92,8.73,3760.25,7.54
2024-06-01 10:03:33,3760.13,0.823,sell,3759.9,7.26,3760.29,10.98
2024-06-01 10:03:34,3760.1,0.598,sell,3759.81,10.16,3760.29,5.82
2024-06-01 10:03:35,3760.17,0.54,buy,3759.92,13.17,3760.32,5.59
2024-06-01 10:03:36,3760.1,0.203,buy,3759.94,10.76,3760.21,11.28
2024-06-01 10:03:37,3760.07,0.176,buy,3759.91,14.7,3760.2,14.82
2024-06-01 10:03:38,3760.02,0.406,sell,3759.91,5.15,3760.19,9.83
2024-06-01 10:03:39,3760.03,0.38,sell,3759.88,14.98,3760.14,9.13
2024-06-01 10:03:40,3760.26,0.958,sell,3760.15,11.91,3760.41,14.47
2024-06-01 10:03:41,3760.08,0.805,buy,3759.88,13.33,3760.33,7.41
2024-06-01 10:03:42,3760.15,0.694,buy,3759.9,8.35,3760.29,7.41
2024-06-01 10:03:43,3759.98,0.566,buy,3759.73,10.08,3760.11,14.05
2024-06-01 10:03:44,3759.94,0.251,buy,3759.83,12.97,3760.23,11.47
2024-06-01 10:03:45,3760.05,0.981,sell,3759.88,12.61,3760.27,5.54
2024-06-01 10:03:46,3760.05,0.438,sell,3759.9,8.34,3760.16,11.74
2024-06-01 10:03:47,3759.94,0.196,sell,3759.82,8.24,3760.06,13.2
2024-06-01 10:03:48,3759.87,0.544,sell,3759.7,11.63,3760.1,7.74
2024-06-01 10:03:49,3759.94,0.887,sell,3759.78,14.34,3760.15,8.83
2024-06-01 10:03:50,3759.87,0.899,sell,3759.64,9.39,3759.98,6.98
2024-06-01 10:03:51,3759.89,0.11,buy,3759.61,8.53,3760.03,11.33
2024-06-01 10:03:52,3759.89,0.898,sell,3759.7,13.95,3760.18,11.64
2024-06-01 10:03:53,3759.83,0.344,sell,3759.58,11.83,3760.04,5.69
2024-06-01 10:03:54,3760.04,0.135,sell,3759.91,8.88,3760.23,11.78
2024-06-01 10:03:55,3760.11,0.863,sell,3759.83,5.57,3760.26,11.58
2024-06-01 10:03:56,3759.9,0.877,sell,3759.77,12.21,3760.03,5.35
2024-06-01 10:03:57,3759.92,0.637,sell,3759.78,8.53,3760.1,10.55
2024-06-01 10:03:58,3759.86,0.617,sell,3759.74,5.71,3760.14,11.14
2024-06-01 10:03:59,3759.94,0.832,sell,3759.78,11.12,3760.05,9.3
2024-06-01 10:04:00,3759.86,0.808,buy,3759.65,8.23,3760.16,14.01
2024-06-01 10:04:01,3759.85,0.901,buy,3759.55,8.38,3759.99,8.28
2024-06-01 10:04:02,3759.9,0.597,buy,3759.64,9.79,3760.08,5.67
2024-06-01 10:04:03,3759.99,0.971,sell,3759.81,12.17,3760.1,11.72
2024-06-01 10:04:04,3759.87,0.997,buy,3759.65,7.76,3760.09,11.05
2024-06-01 10:04:05,3759.84,0.205,sell,3759.61,5.81,3760.03,14.89
2024-06-01 10:04:06,3759.79,0.865,buy,3759.52,9.24,3760.02,7.31
2024-06-01 10:04:07,3759.72,0.55,buy,3759.48,5.55,3759.93,8.95
2024-06-01 10:04:08,3759.9,0.449,sell,3759.69,11.97,3760.08,9.61
2024-06-01 10:04:09,3759.94,0.652,sell,3759.71,14.59,3760.19,13.62
2024-06-01 10:04:10,3759.81,0.15,sell,3759.56,11.59,3759.92,9.15
2024-06-01 10:04:11,3759.91,0.556,sell,3759.78,7.75,3760.11,12.72
2024-06-01 10:04:12,3760.12,0.884,buy,3759.98,6.82,3760.24,6.57
2024-06-01 10:04:13,3760.22,0.292,buy,3759.98,7.33,3760.41,9.1
2024-06-01 10:04:14,3760.07,0.484,sell,3759.8,7.22,3760.33,6.55
2024-06-01 10:04:15,3760.02,0.946,buy,3759.84,8.14,3760.15,14.5
2024-06-01 10:04:16,3760.15,0.486,buy,3759.85,5.97,3760.43,6.78
2024-06-01 10:04:17,3760.08,0.423,buy,3759.93,13.96,3760.35,9.19
2024-06-01 10:04:18,3760.12,0.496,sell,3759.94,13.85,3760.3,5.82
2024-06-01 10:04:19,3760.2,0.568,sell,3760.02,11.15,3760.3,14.21
2024-06-01 10:04:20,3760.11,0.669,sell,3759.82,5.62,3760.36,11.24
2024-06-01 10:04:21,3760.1,0.821,buy,3759.94,13.04,3760.38,14.62
2024-06-01 10:04:22,3759.78,0.507,sell,3759.58,5.62,3759.91,5.42
2024-06-01 10:04:23,3759.67,0.836,sell,3759.54,6.06,3759.96,6.75
2024-06-01 10:04:24,3759.65,0.58,buy,3759.44,8.25,3759.93,8.8
2024-06-01 10:04:25,3759.52,0.405,sell,3759.25,9.31,3759.72,11.21
2024-06-01 10:04:26,3759.69,0.692,sell,3759.53,8.54,3759.95,8.3
2024-06-01 10:04:27,3759.54,0.746,sell,3759.28,6.65,3759.73,12.12
2024-06-01 10:04:28,3759.5,0.602,buy,3759.22,6.12,3759.71,6.65
2024-06-01 10:04:29,3759.51,0.151,sell,3759.4,13.59,3759.68,11.01
2024-06-01 10:04:30,3759.66,0.253,buy,3759.4,8.63,3759.79,8.98
2024-06-01 10:04:31,3759.51,0.357,buy,3759.36,7.19,3759.76,10.08
2024-06-01 10:04:32,3759.63,0.354,buy,3759.49,9.87,3759.73,10.7
2024-06-01 10:04:33,3759.63,0.706,buy,3759.41,5.37,3759.85,5.6
2024-06-01 10:04:34,3759.53,0.117,buy,3759.29,11.0,3759.8,14.24
2024-06-01 10:04:35,3759.58,0.78,buy,3759.4,7.48,3759.72,12.86
2024-06-01 10:04:36,3759.6,0.339,sell,3759.49,10.98,3759.76,9.42
2024-06-01 10:04:37,3759.54,0.379,sell,3759.26,11.14,3759.76,10.47
2024-06-01 10:04:38,3759.54,0.575,buy,3759.3,13.09,3759.69,5.33
2024-06-01 10:04:39,3759.51,0.294,buy,3759.35,7.3,3759.78,9.98
2024-06-01 10:04:40,3759.52,0.896,sell,3759.32,9.63,3759.69,9.26
2024-06-01 10:04:41,3759.58,0.177,sell,3759.48,14.62,3759.8,8.74
2024-06-01 10:04:42,3759.74,0.5,sell,3759.57,12.27,3759.89,13.15
2024-06-01 10:04:43,3759.62,0.864,buy,3759.41,14.75,3759.73,6.82
2024-06-01 10:04:44,3759.83,0.654,buy,3759.63,14.27,3759.97,6.76
2024-06-01 10:04:45,3759.64,0.363,sell,3759.5,11.11,3759.75,10.22
2024-06-01 10:04:46,3759.62,0.479,buy,3759.37,7.64,3759.82,11.87
2024-06-01 10:04:47,3759.68,0.736,buy,3759.52,12.57,3759.9,5.22
2024-06-01 10:04:48,3759.71,0.976,buy,3759.49,11.98,3759.82,10.46
2024-06-01 10:04:49,3759.65,0.904,buy,3759.49,10.89,3759.76,7.99
2024-06-01 10:04:50,3759.63,0.408,sell,3759.44,11.98,3759.82,12.57
2024-06-01 10:04:51,3759.58,0.998,buy,3759.43,11.14,3759.84,9.69
2024-06-01 10:04:52,3759.52,0.103,buy,3759.29,10.19,3759.74,13.34
2024-06-01 10:04:53,3759.6,0.125,buy,3759.42,9.16,3759.72,8.97
2024-06-01 10:04:54,3759.64,0.841,buy,3759.53,5.45,3759.92,13.27
2024-06-01 10:04:55,3759.57,0.28,sell,3759.46,13.66,3759.85,12.17
2024-06-01 10:04:56,3759.66,0.155,buy,3759.46,13.66,3759.82,13.28
2024-06-01 10:04:57,3759.69,0.313,buy,3759.55,10.94,3759.91,13.12
2024-06-01 10:04:58,3759.77,0.483,sell,3759.55,7.68,3759.97,9.86
2024-06-01 10:04:59,3759.83,0.758,buy,3759.65,5.28,3760.12,8.68
2024-06-01 10:05:00,3759.75,0.662,buy,3759.52,5.01,3759.95,12.65
2024-06-01 10:05:01,3759.69,0.314,buy,3759.4,5.73,3759.99,8.62
2024-06-01 10:05:02,3759.77,0.553,buy,3759.56,8.6,3759.91,5.89
2024-06-01 10:05:03,3759.83,0.934,sell,3759.57,6.88,3760.0,13.59
2024-06-01 10:05:04,3759.83,0.834,sell,3759.58,7.65,3760.08,8.97
2024-06-01 10:05:05,3759.84,0.391,sell,3759.56,12.0,3760.1,6.33
2024-06-01 10:05:06,3759.97,0.984,buy,3759.82,14.59,3760.21,11.46
2024-06-01 10:05:07,3759.91,0.738,buy,3759.64,7.07,3760.18,13.9
2024-06-01 10:05:08,3759.96,0.156,sell,3759.68,9.66,3760.2,13.61
2024-06-01 10:05:09,3759.94,0.132,sell,3759.76,14.91,3760.17,10.54
2024-06-01 10:05:10,3759.92,0.252,buy,3759.76,14.32,3760.11,5.88
2024-06-01 10:05:11,3760.03,0.755,buy,3759.74,8.52,3760.22,11.97
2024-06-01 10:05:12,3760.11,0.265,buy,3759.89,8.2,3760.3,11.09
2024-06-01 10:05:13,3760.2,0.56,buy,3760.02,7.42,3760.42,7.1
2024-06-01 10:05:14,3760.33,0.184,buy,3760.07,6.55,3760.51,14.01
2024-06-01 10:05:15,3760.33,0.929,buy,3760.17,9.6,3760.46,5.87
2024-06-01 10:05:16,3760.4,0.41,buy,3760.26,8.41,3760.52,8.73
2024-06-01 10:05:17,3760.36,0.917,buy,3760.16,12.45,3760.65,5.95
2024-06-01 10:05:18,3760.4,0.95,buy,3760.18,7.37,3760.5,14.12
2024-06-01 10:05:19,3760.38,0.106,buy,3760.12,12.36,3760.51,5.35
2024-06-01 10:05:20,3760.39,0.518,sell,3760.2,7.88,3760.58,9.26
2024-06-01 10:05:21,3760.45,0.122,buy,3760.19,10.93,3760.61,13.62
2024-06-01 10:05:22,3760.37,0.918,buy,3760.21,11.38,3760.55,7.51
2024-06-01 10:05:23,3760.58,0.567,buy,3760.37,11.72,3760.7,6.05
